1	Then Job answered the LORD, and said,
Psalm 119:21	You have rebuked the proud that are cursed, which do err from your commandments.
Psalm 119:22	Remove from me reproach and contempt; for I have kept your testimonies.
Psalm 119:23	Princes also did sit and speak against me: but your servant did meditate in your statutes.
Psalm 119:24	Your testimonies also are my delight and my counsellors.
Psalm 119:25	My soul sticks to the dust: quicken you me according to your word.
Psalm 119:26	I have declared my ways, and you heard me: teach me your statutes.
Psalm 119:27	Make me to understand the way of your precepts: so shall I talk of your wondrous works.
Psalm 119:28	My soul melts for heaviness: strengthen you me according to your word.
Psalm 119:29	Remove from me the way of lying: and grant me your law graciously.
Psalm 119:30	I have chosen the way of truth: your judgments have I laid before me.
Psalm 119:31	I have stuck to your testimonies: O LORD, put me not to shame.
Psalm 119:32	I will run the way of your commandments, when you shall enlarge my heart.
Psalm 119:33	Teach me, O LORD, the way of your statutes; and I shall keep it to the end.
Psalm 119:34	Give me understanding, and I shall keep your law; yes, I shall observe it with my whole heart.
Psalm 119:35	Make me to go in the path of your commandments; for therein do I delight.
Psalm 119:36	Incline my heart to your testimonies, and not to covetousness.
Psalm 119:37	Turn away my eyes from beholding vanity; and quicken you me in your way.
Psalm 119:38	Establish your word to your servant, who is devoted to your fear.
Psalm 119:39	Turn away my reproach which I fear: for your judgments are good.
Psalm 119:40	Behold, I have longed after your precepts: quicken me in your righteousness.
Psalm 119:41	Let your mercies come also to me, O LORD, even your salvation, according to your word.
Psalm 119:42	So shall I have with which to answer him that reproaches me: for I trust in your word.
Psalm 119:43	And take not the word of truth utterly out of my mouth; for I have hoped in your judgments.
Psalm 119:44	So shall I keep your law continually for ever and ever.
Psalm 119:45	And I will walk at liberty: for I seek your precepts.
Psalm 119:46	I will speak of your testimonies also before kings, and will not be ashamed.
Psalm 119:47	And I will delight myself in your commandments, which I have loved.
Psalm 119:48	My hands also will I lift up to your commandments, which I have loved; and I will meditate in your statutes.
Psalm 119:49	Remember the word to your servant, on which you have caused me to hope.
Psalm 119:50	This is my comfort in my affliction: for your word has quickened me.
Psalm 119:51	The proud have had me greatly in derision: yet have I not declined from your law.
Psalm 119:52	I remembered your judgments of old, O LORD; and have comforted myself.
Psalm 119:53	Horror has taken hold on me because of the wicked that forsake your law.
Psalm 119:54	Your statutes have been my songs in the house of my pilgrimage.
Psalm 119:55	I have remembered your name, O LORD, in the night, and have kept your law.
Psalm 119:56	This I had, because I kept your precepts.
Psalm 119:57	You are my portion, O LORD: I have said that I would keep your words.
Psalm 119:58	I entreated your favor with my whole heart: be merciful to me according to your word.
Psalm 119:59	I thought on my ways, and turned my feet to your testimonies.
Psalm 119:60	I made haste, and delayed not to keep your commandments.
Psalm 119:61	The bands of the wicked have robbed me: but I have not forgotten your law.
Psalm 119:62	At midnight I will rise to give thanks to you because of your righteous judgments.
Psalm 119:63	I am a companion of all them that fear you, and of them that keep your precepts.
Psalm 119:64	The earth, O LORD, is full of your mercy: teach me your statutes.
Psalm 119:65	You have dealt well with your servant, O LORD, according to your word.
Psalm 119:66	Teach me good judgment and knowledge: for I have believed your commandments.
Psalm 119:67	Before I was afflicted I went astray: but now have I kept your word.
Psalm 119:68	You are good, and do good; teach me your statutes.
Psalm 119:69	The proud have forged a lie against me: but I will keep your precepts with my whole heart.
Psalm 119:70	Their heart is as fat as grease; but I delight in your law.
Psalm 119:71	It is good for me that I have been afflicted; that I might learn your statutes.
Psalm 119:72	The law of your mouth is better to me than thousands of gold and silver.
Psalm 119:73	Your hands have made me and fashioned me: give me understanding, that I may learn your commandments.
Psalm 119:74	They that fear you will be glad when they see me; because I have hoped in your word.
Psalm 119:75	I know, O LORD, that your judgments are right, and that you in faithfulness have afflicted me.
Psalm 119:76	Let, I pray you, your merciful kindness be for my comfort, according to your word to your servant.
Psalm 119:77	Let your tender mercies come to me, that I may live: for your law is my delight.
Psalm 119:78	Let the proud be ashamed; for they dealt perversely with me without a cause: but I will meditate in your precepts.
Psalm 119:79	Let those that fear you turn to me, and those that have known your testimonies.
Psalm 119:80	Let my heart be sound in your statutes; that I be not ashamed.
Psalm 119:81	My soul faints for your salvation: but I hope in your word.
Psalm 119:82	My eyes fail for your word, saying, When will you comfort me?
Psalm 119:83	For I am become like a bottle in the smoke; yet do I not forget your statutes.
Psalm 119:84	How many are the days of your servant? when will you execute judgment on them that persecute me?
Psalm 119:85	The proud have dig pits for me, which are not after your law.
Psalm 119:86	All your commandments are faithful: they persecute me wrongfully; help you me.
Psalm 119:87	They had almost consumed me on earth; but I forsook not your precepts.
Psalm 119:88	Quicken me after your loving kindness; so shall I keep the testimony of your mouth.
Psalm 119:89	For ever, O LORD, your word is settled in heaven.
Psalm 119:90	Your faithfulness is to all generations: you have established the earth, and it stays.
Psalm 119:91	They continue this day according to your ordinances: for all are your servants.
Psalm 119:92	Unless your law had been my delights, I should then have perished in my affliction.
Psalm 119:93	I will never forget your precepts: for with them you have quickened me.
Psalm 119:94	I am yours, save me: for I have sought your precepts.
Psalm 119:95	The wicked have waited for me to destroy me: but I will consider your testimonies.
Psalm 119:96	I have seen an end of all perfection: but your commandment is exceeding broad.
Psalm 119:97	O how I love your law! it is my meditation all the day.
Psalm 119:98	You through your commandments have made me wiser than my enemies: for they are ever with me.
Psalm 119:99	I have more understanding than all my teachers: for your testimonies are my meditation.
Psalm 119:100	I understand more than the ancients, because I keep your precepts.
Psalm 119:101	I have refrained my feet from every evil way, that I might keep your word.
Psalm 119:102	I have not departed from your judgments: for you have taught me.
Psalm 119:103	How sweet are your words to my taste! yes, sweeter than honey to my mouth!
Psalm 119:104	Through your precepts I get understanding: therefore I hate every false way.
Psalm 119:105	Your word is a lamp to my feet, and a light to my path.
Psalm 119:106	I have sworn, and I will perform it, that I will keep your righteous judgments.
Psalm 119:107	I am afflicted very much: quicken me, O LORD, according to your word.
Psalm 119:108	Accept, I beseech you, the freewill offerings of my mouth, O LORD, and teach me your judgments.
Psalm 119:109	My soul is continually in my hand: yet do I not forget your law.
Psalm 119:110	The wicked have laid a snare for me: yet I erred not from your precepts.
Psalm 119:111	Your testimonies have I taken as an heritage for ever: for they are the rejoicing of my heart.
Psalm 119:112	I have inclined my heart to perform your statutes always, even to the end.
Psalm 119:113	I hate vain thoughts: but your law do I love.
Psalm 119:114	You are my hiding place and my shield: I hope in your word.
Psalm 119:115	Depart from me, you evildoers: for I will keep the commandments of my God.
Psalm 119:116	Uphold me according to your word, that I may live: and let me not be ashamed of my hope.
Psalm 119:117	Hold you me up, and I shall be safe: and I will have respect to your statutes continually.
Psalm 119:118	You have trodden down all them that err from your statutes: for their deceit is falsehood.
Psalm 119:119	You put away all the wicked of the earth like dross: therefore I love your testimonies.
Psalm 119:120	My flesh trembles for fear of you; and I am afraid of your judgments.
Psalm 119:121	I have done judgment and justice: leave me not to my oppressors.
Psalm 119:122	Be surety for your servant for good: let not the proud oppress me.
Psalm 119:123	My eyes fail for your salvation, and for the word of your righteousness.
Psalm 119:124	Deal with your servant according to your mercy, and teach me your statutes.
Psalm 119:125	I am your servant; give me understanding, that I may know your testimonies.
Psalm 119:126	It is time for you, LORD, to work: for they have made void your law.
Psalm 119:127	Therefore I love your commandments above gold; yes, above fine gold.
Psalm 119:128	Therefore I esteem all your precepts concerning all things to be right; and I hate every false way.
Psalm 119:129	Your testimonies are wonderful: therefore does my soul keep them.
Psalm 119:130	The entrance of your words gives light; it gives understanding to the simple.
Psalm 119:131	I opened my mouth, and panted: for I longed for your commandments.
Psalm 119:132	Look you on me, and be merciful to me, as you use to do to those that love your name.
Psalm 119:133	Order my steps in your word: and let not any iniquity have dominion over me.
Psalm 119:134	Deliver me from the oppression of man: so will I keep your precepts.
Psalm 119:135	Make your face to shine on your servant; and teach me your statutes.
Psalm 119:136	Rivers of waters run down my eyes, because they keep not your law.
Psalm 119:137	Righteous are you, O LORD, and upright are your judgments.
Psalm 119:138	Your testimonies that you have commanded are righteous and very faithful.
Psalm 119:139	My zeal has consumed me, because my enemies have forgotten your words.
Psalm 119:140	Your word is very pure: therefore your servant loves it.
Psalm 119:141	I am small and despised: yet do not I forget your precepts.
Psalm 119:142	Your righteousness is an everlasting righteousness, and your law is the truth.
Psalm 119:143	Trouble and anguish have taken hold on me: yet your commandments are my delights.
Psalm 119:144	The righteousness of your testimonies is everlasting: give me understanding, and I shall live.
Psalm 119:145	I cried with my whole heart; hear me, O LORD: I will keep your statutes.
Psalm 119:146	I cried to you; save me, and I shall keep your testimonies.
Psalm 119:147	I prevented the dawning of the morning, and cried: I hoped in your word.
Psalm 119:148	My eyes prevent the night watches, that I might meditate in your word.
Psalm 119:149	Hear my voice according to your loving kindness: O LORD, quicken me according to your judgment.
Psalm 119:150	They draw near that follow after mischief: they are far from your law.
Psalm 119:151	You are near, O LORD; and all your commandments are truth.
Psalm 119:152	Concerning your testimonies, I have known of old that you have founded them for ever.
Psalm 119:153	Consider my affliction, and deliver me: for I do not forget your law.
Psalm 119:154	Plead my cause, and deliver me: quicken me according to your word.
Psalm 119:155	Salvation is far from the wicked: for they seek not your statutes.
Psalm 119:156	Great are your tender mercies, O LORD: quicken me according to your judgments.
Psalm 119:157	Many are my persecutors and my enemies; yet do I not decline from your testimonies.
Psalm 119:158	I beheld the transgressors, and was grieved; because they kept not your word.
Psalm 119:159	Consider how I love your precepts: quicken me, O LORD, according to your loving kindness.
Psalm 119:160	Your word is true from the beginning: and every one of your righteous judgments endures for ever.
Psalm 119:161	Princes have persecuted me without a cause: but my heart stands in awe of your word.
Psalm 119:162	I rejoice at your word, as one that finds great spoil.
Psalm 119:163	I hate and abhor lying: but your law do I love.
Psalm 119:164	Seven times a day do I praise you because of your righteous judgments.
Psalm 119:165	Great peace have they which love your law: and nothing shall offend them.
Psalm 119:166	LORD, I have hoped for your salvation, and done your commandments.
Psalm 119:167	My soul has kept your testimonies; and I love them exceedingly.
Psalm 119:168	I have kept your precepts and your testimonies: for all my ways are before you.
Psalm 119:169	Let my cry come near before you, O LORD: give me understanding according to your word.
Psalm 119:170	Let my supplication come before you: deliver me according to your word.
Psalm 119:171	My lips shall utter praise, when you have taught me your statutes.
Psalm 119:172	My tongue shall speak of your word: for all your commandments are righteousness.
Psalm 119:173	Let your hand help me; for I have chosen your precepts.
Psalm 119:174	I have longed for your salvation, O LORD; and your law is my delight.
Psalm 119:175	Let my soul live, and it shall praise you; and let your judgments help me.
Psalm 119:176	I have gone astray like a lost sheep; seek your servant; for I do not forget your commandments.
Psalm 120:1	In my distress I cried to the LORD, and he heard me.
Psalm 120:2	Deliver my soul, O LORD, from lying lips, and from a deceitful tongue.
Psalm 120:3	What shall be given to you? or what shall be done to you, you false tongue?
Psalm 120:4	Sharp arrows of the mighty, with coals of juniper.
Psalm 120:5	Woe is me, that I sojourn in Mesech, that I dwell in the tents of Kedar!
Psalm 120:6	My soul has long dwelled with him that hates peace.
Psalm 120:7	I am for peace: but when I speak, they are for war.
Psalm 121:1	I will lift up my eyes to the hills, from where comes my help.
Psalm 121:2	My help comes from the LORD, which made heaven and earth.
Psalm 121:3	He will not suffer your foot to be moved: he that keeps you will not slumber.
Psalm 121:4	Behold, he that keeps Israel shall neither slumber nor sleep.
Psalm 121:5	The LORD is your keeper: the LORD is your shade on your right hand.
Psalm 121:6	The sun shall not smite you by day, nor the moon by night.
Psalm 121:7	The LORD shall preserve you from all evil: he shall preserve your soul.
Psalm 121:8	The LORD shall preserve your going out and your coming in from this time forth, and even for ever more.
Psalm 122:1	I was glad when they said to me, Let us go into the house of the LORD.
Psalm 122:2	Our feet shall stand within your gates, O Jerusalem.
Psalm 122:3	Jerusalem is built as a city that is compact together:
Psalm 122:4	Where the tribes go up, the tribes of the LORD, to the testimony of Israel, to give thanks to the name of the LORD.
Psalm 122:5	For there are set thrones of judgment, the thrones of the house of David.
Psalm 122:6	Pray for the peace of Jerusalem: they shall prosper that love you.
Psalm 122:7	Peace be within your walls, and prosperity within your palaces.
Psalm 122:8	For my brothers and companions’ sakes, I will now say, Peace be within you.
Psalm 122:9	Because of the house of the LORD our God I will seek your good.
Psalm 123:1	To you lift I up my eyes, O you that dwell in the heavens.
Psalm 123:2	Behold, as the eyes of servants look to the hand of their masters, and as the eyes of a maiden to the hand of her mistress; so our eyes wait on the LORD our God, until that he have mercy on us.
Psalm 123:3	Have mercy on us, O LORD, have mercy on us: for we are exceedingly filled with contempt.
Psalm 123:4	Our soul is exceedingly filled with the scorning of those that are at ease, and with the contempt of the proud.
Psalm 124:1	If it had not been the LORD who was on our side, now may Israel say;
Psalm 124:2	If it had not been the LORD who was on our side, when men rose up against us:
Psalm 124:3	Then they had swallowed us up quick, when their wrath was kindled against us:
Psalm 124:4	Then the waters had overwhelmed us, the stream had gone over our soul:
Psalm 124:5	Then the proud waters had gone over our soul.
Psalm 124:6	Blessed be the LORD, who has not given us as a prey to their teeth.
Psalm 124:7	Our soul is escaped as a bird out of the snare of the fowlers: the snare is broken, and we are escaped.
Psalm 124:8	Our help is in the name of the LORD, who made heaven and earth.
Psalm 125:1	They that trust in the LORD shall be as mount Zion, which cannot be removed, but stays for ever.
Psalm 125:2	As the mountains are round about Jerusalem, so the LORD is round about his people from now on even for ever.
Psalm 125:3	For the rod of the wicked shall not rest on the lot of the righteous; lest the righteous put forth their hands to iniquity.
Psalm 125:4	Do good, O LORD, to those that be good, and to them that are upright in their hearts.
Psalm 125:5	As for such as turn aside to their crooked ways, the LORD shall lead them forth with the workers of iniquity: but peace shall be on Israel.
Psalm 126:1	When the LORD turned again the captivity of Zion, we were like them that dream.
Psalm 126:2	Then was our mouth filled with laughter, and our tongue with singing: then said they among the heathen, The LORD has done great things for them.
Psalm 126:3	The LORD has done great things for us; whereof we are glad.
Psalm 126:4	Turn again our captivity, O LORD, as the streams in the south.
Psalm 126:5	They that sow in tears shall reap in joy.
Psalm 126:6	He that goes forth and weeps, bearing precious seed, shall doubtless come again with rejoicing, bringing his sheaves with him.
Psalm 127:1	Except the LORD build the house, they labor in vain that build it: except the LORD keep the city, the watchman wakes but in vain.
Psalm 127:2	It is vain for you to rise up early, to sit up late, to eat the bread of sorrows: for so he gives his beloved sleep.
Psalm 127:3	See, children are an heritage of the LORD: and the fruit of the womb is his reward.
Psalm 127:4	As arrows are in the hand of a mighty man; so are children of the youth.
Psalm 127:5	Happy is the man that has his quiver full of them: they shall not be ashamed, but they shall speak with the enemies in the gate.
Psalm 128:1	Blessed is every one that fears the LORD; that walks in his ways.
Psalm 128:2	For you shall eat the labor of your hands: happy shall you be, and it shall be well with you.
Psalm 128:3	Your wife shall be as a fruitful vine by the sides of your house: your children like olive plants round about your table.
Psalm 128:4	Behold, that thus shall the man be blessed that fears the LORD.
Psalm 128:5	The LORD shall bless you out of Zion: and you shall see the good of Jerusalem all the days of your life.
Psalm 128:6	Yes, you shall see your children’s children, and peace on Israel.
Psalm 129:1	Many a time have they afflicted me from my youth, may Israel now say:
Psalm 129:2	Many a time have they afflicted me from my youth: yet they have not prevailed against me.
Psalm 129:3	The plowers plowed on my back: they made long their furrows.
Psalm 129:4	The LORD is righteous: he has cut asunder the cords of the wicked.
Psalm 129:5	Let them all be confounded and turned back that hate Zion.
Psalm 129:6	Let them be as the grass on the housetops, which wither before it grows up:
Psalm 129:7	With which the mower fills not his hand; nor he that binds sheaves his bosom.
Psalm 129:8	Neither do they which go by say, The blessing of the LORD be on you: we bless you in the name of the LORD.
Psalm 130:1	Out of the depths have I cried to you, O LORD.
Psalm 130:2	Lord, hear my voice: let your ears be attentive to the voice of my supplications.
Psalm 130:3	If you, LORD, should mark iniquities, O Lord, who shall stand?
Psalm 130:4	But there is forgiveness with you, that you may be feared.
Psalm 130:5	I wait for the LORD, my soul does wait, and in his word do I hope.
Psalm 130:6	My soul waits for the Lord more than they that watch for the morning: I say, more than they that watch for the morning.
Psalm 130:7	Let Israel hope in the LORD: for with the LORD there is mercy, and with him is plenteous redemption.
Psalm 130:8	And he shall redeem Israel from all his iniquities.
Psalm 131:1	Lord, my heart is not haughty, nor my eyes lofty: neither do I exercise myself in great matters, or in things too high for me.
Psalm 131:2	Surely I have behaved and quieted myself, as a child that is weaned of his mother: my soul is even as a weaned child.
Psalm 131:3	Let Israel hope in the LORD from now on and for ever.
Psalm 132:1	Lord, remember David, and all his afflictions:
Psalm 132:2	How he swore to the LORD, and vowed to the mighty God of Jacob;
Psalm 132:3	Surely I will not come into the tabernacle of my house, nor go up into my bed;
Psalm 132:4	I will not give sleep to my eyes, or slumber to my eyelids,
Psalm 132:5	Until I find out a place for the LORD, an habitation for the mighty God of Jacob.
Psalm 132:6	See, we heard of it at Ephratah: we found it in the fields of the wood.
Psalm 132:7	We will go into his tabernacles: we will worship at his footstool.
Psalm 132:8	Arise, O LORD, into your rest; you, and the ark of your strength.
Psalm 132:9	Let your priests be clothed with righteousness; and let your saints shout for joy.
Psalm 132:10	For your servant David’s sake turn not away the face of your anointed.
Psalm 132:11	The LORD has sworn in truth to David; he will not turn from it; Of the fruit of your body will I set on your throne.
Psalm 132:12	If your children will keep my covenant and my testimony that I shall teach them, their children shall also sit on your throne for ever more.
Psalm 132:13	For the LORD has chosen Zion; he has desired it for his habitation.
Psalm 132:14	This is my rest for ever: here will I dwell; for I have desired it.
Psalm 132:15	I will abundantly bless her provision: I will satisfy her poor with bread.
Psalm 132:16	I will also clothe her priests with salvation: and her saints shall shout aloud for joy.
Psalm 132:17	There will I make the horn of David to bud: I have ordained a lamp for my anointed.
Psalm 132:18	His enemies will I clothe with shame: but on himself shall his crown flourish.
Psalm 133:1	Behold, how good and how pleasant it is for brothers to dwell together in unity!
Psalm 133:2	It is like the precious ointment on the head, that ran down on the beard, even Aaron’s beard: that went down to the skirts of his garments;
Psalm 133:3	As the dew of Hermon, and as the dew that descended on the mountains of Zion: for there the LORD commanded the blessing, even life for ever more.
Psalm 134:1	Behold, bless you the LORD, all you servants of the LORD, which by night stand in the house of the LORD.
Psalm 134:2	Lift up your hands in the sanctuary, and bless the LORD.
Psalm 134:3	The LORD that made heaven and earth bless you out of Zion.
Psalm 135:1	Praise you the LORD. Praise you the name of the LORD; praise him, O you servants of the LORD.
Psalm 135:2	You that stand in the house of the LORD, in the courts of the house of our God.
Psalm 135:3	Praise the LORD; for the LORD is good: sing praises to his name; for it is pleasant.
Psalm 135:4	For the LORD has chosen Jacob to himself, and Israel for his peculiar treasure.
Psalm 135:5	For I know that the LORD is great, and that our Lord is above all gods.
Psalm 135:6	Whatever the LORD pleased, that did he in heaven, and in earth, in the seas, and all deep places.
Psalm 135:7	He causes the vapors to ascend from the ends of the earth; he makes lightning for the rain; he brings the wind out of his treasuries.
Psalm 135:8	Who smote the firstborn of Egypt, both of man and beast.
Psalm 135:9	Who sent tokens and wonders into the middle of you, O Egypt, on Pharaoh, and on all his servants.
Psalm 135:10	Who smote great nations, and slew mighty kings;
Psalm 135:11	Sihon king of the Amorites, and Og king of Bashan, and all the kingdoms of Canaan:
Psalm 135:12	And gave their land for an heritage, an heritage to Israel his people.
Psalm 135:13	Your name, O LORD, endures for ever; and your memorial, O LORD, throughout all generations.
Psalm 135:14	For the LORD will judge his people, and he will repent himself concerning his servants.
Psalm 135:15	The idols of the heathen are silver and gold, the work of men’s hands.
Psalm 135:16	They have mouths, but they speak not; eyes have they, but they see not;
Psalm 135:17	They have ears, but they hear not; neither is there any breath in their mouths.
Psalm 135:18	They that make them are like to them: so is every one that trusts in them.
Psalm 135:19	Bless the LORD, O house of Israel: bless the LORD, O house of Aaron:
Psalm 135:20	Bless the LORD, O house of Levi: you that fear the LORD, bless the LORD.
Psalm 135:21	Blessed be the LORD out of Zion, which dwells at Jerusalem. Praise you the LORD.
Psalm 136:1	O give thanks to the LORD; for he is good: for his mercy endures for ever.
Psalm 136:2	O give thanks to the God of gods: for his mercy endures for ever.
Psalm 136:3	O give thanks to the Lord of lords: for his mercy endures for ever.
Psalm 136:4	To him who alone does great wonders: for his mercy endures for ever.
Psalm 136:5	To him that by wisdom made the heavens: for his mercy endures for ever.
Psalm 136:6	To him that stretched out the earth above the waters: for his mercy endures for ever.
Psalm 136:7	To him that made great lights: for his mercy endures for ever:
Psalm 136:8	The sun to rule by day: for his mercy endures for ever:
Psalm 136:9	The moon and stars to rule by night: for his mercy endures for ever.
Psalm 136:10	To him that smote Egypt in their firstborn: for his mercy endures for ever:
Psalm 136:11	And brought out Israel from among them: for his mercy endures for ever:
Psalm 136:12	With a strong hand, and with a stretched out arm: for his mercy endures for ever.
Psalm 136:13	To him which divided the Red sea into parts: for his mercy endures for ever:
Psalm 136:14	And made Israel to pass through the middle of it: for his mercy endures for ever:
Psalm 136:15	But overthrew Pharaoh and his host in the Red sea: for his mercy endures for ever.
Psalm 136:16	To him which led his people through the wilderness: for his mercy endures for ever.
Psalm 136:17	To him which smote great kings: for his mercy endures for ever:
Psalm 136:18	And slew famous kings: for his mercy endures for ever:
Psalm 136:19	Sihon king of the Amorites: for his mercy endures for ever:
Psalm 136:20	And Og the king of Bashan: for his mercy endures for ever:
Psalm 136:21	And gave their land for an heritage: for his mercy endures for ever:
Psalm 136:22	Even an heritage to Israel his servant: for his mercy endures for ever.
Psalm 136:23	Who remembered us in our low estate: for his mercy endures for ever:
Psalm 136:24	And has redeemed us from our enemies: for his mercy endures for ever.
Psalm 136:25	Who gives food to all flesh: for his mercy endures for ever.
Psalm 136:26	O give thanks to the God of heaven: for his mercy endures for ever.
Psalm 137:1	By the rivers of Babylon, there we sat down, yes, we wept, when we remembered Zion.
Psalm 137:2	We hanged our harps on the willows in the middle thereof.
Psalm 137:3	For there they that carried us away captive required of us a song; and they that wasted us required of us mirth, saying, Sing us one of the songs of Zion.
Psalm 137:4	How shall we sing the LORD’s song in a strange land?
Psalm 137:5	If I forget you, O Jerusalem, let my right hand forget her cunning.
Psalm 137:6	If I do not remember you, let my tongue stick to the roof of my mouth; if I prefer not Jerusalem above my chief joy.
Psalm 137:7	Remember, O LORD, the children of Edom in the day of Jerusalem; who said, Raze it, raze it, even to the foundation thereof.
Psalm 137:8	O daughter of Babylon, who are to be destroyed; happy shall he be, that rewards you as you have served us.
Psalm 137:9	Happy shall he be, that takes and dashes your little ones against the stones.
Psalm 138:1	I will praise you with my whole heart: before the gods will I sing praise to you.
Psalm 138:2	I will worship toward your holy temple, and praise your name for your loving kindness and for your truth: for you have magnified your word above all your name.
Psalm 138:3	In the day when I cried you answered me, and strengthened me with strength in my soul.
Psalm 138:4	All the kings of the earth shall praise you, O LORD, when they hear the words of your mouth.
Psalm 138:5	Yes, they shall sing in the ways of the LORD: for great is the glory of the LORD.
Psalm 138:6	Though the LORD be high, yet has he respect to the lowly: but the proud he knows afar off.
Psalm 138:7	Though I walk in the middle of trouble, you will revive me: you shall stretch forth your hand against the wrath of my enemies, and your right hand shall save me.
Psalm 138:8	The LORD will perfect that which concerns me: your mercy, O LORD, endures for ever: forsake not the works of your own hands.
Psalm 139:1	O lord, you have searched me, and known me.
Psalm 139:2	You know my sitting down and my rising up, you understand my thought afar off.
Psalm 139:3	You compass my path and my lying down, and are acquainted with all my ways.
Psalm 139:4	For there is not a word in my tongue, but, see, O LORD, you know it altogether.
Psalm 139:5	You have beset me behind and before, and laid your hand on me.
Psalm 139:6	Such knowledge is too wonderful for me; it is high, I cannot attain to it.
Psalm 139:7	Where shall I go from your spirit? or where shall I flee from your presence?
Psalm 139:8	If I ascend up into heaven, you are there: if I make my bed in hell, behold, you are there.
Psalm 139:9	If I take the wings of the morning, and dwell in the uttermost parts of the sea;
Psalm 139:10	Even there shall your hand lead me, and your right hand shall hold me.
Psalm 139:11	If I say, Surely the darkness shall cover me; even the night shall be light about me.
Psalm 139:12	Yes, the darkness hides not from you; but the night shines as the day: the darkness and the light are both alike to you.
Psalm 139:13	For you have possessed my reins: you have covered me in my mother’s womb.
Psalm 139:14	I will praise you; for I am fearfully and wonderfully made: marvelous are your works; and that my soul knows right well.
Psalm 139:15	My substance was not hid from you, when I was made in secret, and curiously worked in the lowest parts of the earth.
Psalm 139:16	Your eyes did see my substance, yet being imperfect; and in your book all my members were written, which in continuance were fashioned, when as yet there was none of them.
Psalm 139:17	How precious also are your thoughts to me, O God! how great is the sum of them!
Psalm 139:18	If I should count them, they are more in number than the sand: when I awake, I am still with you.
Psalm 139:19	Surely you will slay the wicked, O God: depart from me therefore, you bloody men.
Psalm 139:20	For they speak against you wickedly, and your enemies take your name in vain.
Psalm 139:21	Do not I hate them, O LORD, that hate you? and am not I grieved with those that rise up against you?
Psalm 139:22	I hate them with perfect hatred: I count them my enemies.
Psalm 139:23	Search me, O God, and know my heart: try me, and know my thoughts:
Psalm 139:24	And see if there be any wicked way in me, and lead me in the way everlasting.
Psalm 140:1	Deliver me, O LORD, from the evil man: preserve me from the violent man;
Psalm 140:2	Which imagine mischiefs in their heart; continually are they gathered together for war.
Psalm 140:3	They have sharpened their tongues like a serpent; adders’ poison is under their lips. Selah.
Psalm 140:4	Keep me, O LORD, from the hands of the wicked; preserve me from the violent man; who have purposed to overthrow my goings.
Psalm 140:5	The proud have hid a snare for me, and cords; they have spread a net by the wayside; they have set gins for me. Selah.
Psalm 140:6	I said to the LORD, You are my God: hear the voice of my supplications, O LORD.
Psalm 140:7	O GOD the Lord, the strength of my salvation, you have covered my head in the day of battle.
Psalm 140:8	Grant not, O LORD, the desires of the wicked: further not his wicked device; lest they exalt themselves. Selah.
Psalm 140:9	As for the head of those that compass me about, let the mischief of their own lips cover them.
Psalm 140:10	Let burning coals fall on them: let them be cast into the fire; into deep pits, that they rise not up again.
Psalm 140:11	Let not an evil speaker be established in the earth: evil shall hunt the violent man to overthrow him.
Psalm 140:12	I know that the LORD will maintain the cause of the afflicted, and the right of the poor.
Psalm 140:13	Surely the righteous shall give thanks to your name: the upright shall dwell in your presence.
Psalm 141:1	Lord, I cry to you: make haste to me; give ear to my voice, when I cry to you.
Psalm 141:2	Let my prayer be set forth before you as incense; and the lifting up of my hands as the evening sacrifice.
Psalm 141:3	Set a watch, O LORD, before my mouth; keep the door of my lips.
Psalm 141:4	Incline not my heart to any evil thing, to practice wicked works with men that work iniquity: and let me not eat of their dainties.
Psalm 141:5	Let the righteous smite me; it shall be a kindness: and let him reprove me; it shall be an excellent oil, which shall not break my head: for yet my prayer also shall be in their calamities.
Psalm 141:6	When their judges are overthrown in stony places, they shall hear my words; for they are sweet.
Psalm 141:7	Our bones are scattered at the grave’s mouth, as when one cuts and splits wood on the earth.
Psalm 141:8	But my eyes are to you, O GOD the Lord: in you is my trust; leave not my soul destitute.
Psalm 141:9	Keep me from the snares which they have laid for me, and the gins of the workers of iniquity.
Psalm 141:10	Let the wicked fall into their own nets, whilst that I with escape.
Psalm 142:1	I cried to the LORD with my voice; with my voice to the LORD did I make my supplication.
Psalm 142:2	I poured out my complaint before him; I showed before him my trouble.
Psalm 142:3	When my spirit was overwhelmed within me, then you knew my path. In the way wherein I walked have they privately laid a snare for me.
Psalm 142:4	I looked on my right hand, and beheld, but there was no man that would know me: refuge failed me; no man cared for my soul.
Psalm 142:5	I cried to you, O LORD: I said, You are my refuge and my portion in the land of the living.
Psalm 142:6	Attend to my cry; for I am brought very low: deliver me from my persecutors; for they are stronger than I.
Psalm 142:7	Bring my soul out of prison, that I may praise your name: the righteous shall compass me about; for you shall deal bountifully with me.
Psalm 143:1	Hear my prayer, O LORD, give ear to my supplications: in your faithfulness answer me, and in your righteousness.
Psalm 143:2	And enter not into judgment with your servant: for in your sight shall no man living be justified.
Psalm 143:3	For the enemy has persecuted my soul; he has smitten my life down to the ground; he has made me to dwell in darkness, as those that have been long dead.
Psalm 143:4	Therefore is my spirit overwhelmed within me; my heart within me is desolate.
Psalm 143:5	I remember the days of old; I meditate on all your works; I muse on the work of your hands.
