1	Then Job answered Yahweh,
Psalm 116:5	Yahweh is Gracious and righteous. Yes, our God is merciful.
Psalm 116:6	Yahweh preserves the simple. I was brought low, and he saved me.
Psalm 116:7	Return to your rest, my soul, for Yahweh has dealt bountifully with you.
Psalm 116:8	For you have delivered my soul from death, my eyes from tears, and my feet from falling.
Psalm 116:9	I will walk before Yahweh in the land of the living.
Psalm 116:10	I believed, therefore I said, “I was greatly afflicted.”
Psalm 116:11	I said in my haste, “All men are liars.”
Psalm 116:12	What will I give to Yahweh for all his benefits toward me?
Psalm 116:13	I will take the cup of salvation, and call on the name of Yahweh.
Psalm 116:14	I will pay my vows to Yahweh, yes, in the presence of all his people.
Psalm 116:15	Precious in the sight of Yahweh is the death of his saints.
Psalm 116:16	Yahweh, truly I am your servant. I am your servant, the son of your handmaid. You have freed me from my chains.
Psalm 116:17	I will offer to you the sacrifice of thanksgiving, and will call on the name of Yahweh.
Psalm 116:18	I will pay my vows to Yahweh, yes, in the presence of all his people,
Psalm 116:19	in the courts of Yahweh’s house, in the midst of you, Jerusalem. Praise Yah!
Psalm 117:1	Praise Yahweh, all you nations! Extol him, all you peoples!
Psalm 117:2	For his loving kindness is great toward us. Yahweh’s faithfulness endures forever. Praise Yah!
Psalm 118:1	Give thanks to Yahweh, for he is good, for his loving kindness endures forever.
Psalm 118:2	Let Israel now say that his loving kindness endures forever.
Psalm 118:3	Let the house of Aaron now say that his loving kindness endures forever.
Psalm 118:4	Now let those who fear Yahweh say that his loving kindness endures forever.
Psalm 118:5	Out of my distress, I called on Yah. Yah answered me with freedom.
Psalm 118:6	Yahweh is on my side. I will not be afraid. What can man do to me?
Psalm 118:7	Yahweh is on my side among those who help me. Therefore I will look in triumph at those who hate me.
Psalm 118:8	It is better to take refuge in Yahweh, than to put confidence in man.
Psalm 118:9	It is better to take refuge in Yahweh, than to put confidence in princes.
Psalm 118:10	All the nations surrounded me, but in the name of Yahweh, I cut them off.
Psalm 118:11	They surrounded me, yes, they surrounded me. In the name of Yahweh I indeed cut them off.
Psalm 118:12	They surrounded me like bees. They are quenched like the burning thorns. In the name of Yahweh I cut them off.
Psalm 118:13	You pushed me back hard, to make me fall, but Yahweh helped me.
Psalm 118:14	Yah is my strength and song. He has become my salvation.
Psalm 118:15	The voice of rejoicing and salvation is in the tents of the righteous. “The right hand of Yahweh does valiantly.
Psalm 118:16	The right hand of Yahweh is exalted! The right hand of Yahweh does valiantly!”
Psalm 118:17	I will not die, but live, and declare Yah’s works.
Psalm 118:18	Yah has punished me severely, but he has not given me over to death.
Psalm 118:19	Open to me the gates of righteousness. I will enter into them. I will give thanks to Yah.
Psalm 118:20	This is the gate of Yahweh; the righteous will enter into it.
Psalm 118:21	I will give thanks to you, for you have answered me, and have become my salvation.
Psalm 118:22	The stone which the builders rejected has become the head of the corner.
Psalm 118:23	This is Yahweh’s doing. It is marvelous in our eyes.
Psalm 118:24	This is the day that Yahweh has made. We will rejoice and be glad in it!
Psalm 118:25	Save us now, we beg you, Yahweh! Yahweh, we beg you, send prosperity now.
Psalm 118:26	Blessed is he who comes in the name of Yahweh! We have blessed you out of the house of Yahweh.
Psalm 118:27	Yahweh is God, and he has given us light. Bind the sacrifice with cords, even to the horns of the altar.
Psalm 118:28	You are my God, and I will give thanks to you. You are my God, I will exalt you.
Psalm 118:29	Oh give thanks to Yahweh, for he is good, for his loving kindness endures forever.
Psalm 119:1	ALEPH Blessed are those whose ways are blameless, who walk according to Yahweh’s law.
Psalm 119:2	Blessed are those who keep his statutes, who seek him with their whole heart.
Psalm 119:3	Yes, they do nothing wrong. They walk in his ways.
Psalm 119:4	You have commanded your precepts, that we should fully obey them.
Psalm 119:5	Oh that my ways were steadfast to obey your statutes!
Psalm 119:6	Then I wouldn’t be disappointed, when I consider all of your commandments.
Psalm 119:7	I will give thanks to you with uprightness of heart, when I learn your righteous judgments.
Psalm 119:8	I will observe your statutes. Don’t utterly forsake me. BET
Psalm 119:9	How can a young man keep his way pure? By living according to your word.
Psalm 119:10	With my whole heart, I have sought you. Don’t let me wander from your commandments.
Psalm 119:11	I have hidden your word in my heart, that I might not sin against you.
Psalm 119:12	Blessed are you, Yahweh. Teach me your statutes.
Psalm 119:13	With my lips, I have declared all the ordinances of your mouth.
Psalm 119:14	I have rejoiced in the way of your testimonies, as much as in all riches.
Psalm 119:15	I will meditate on your precepts, and consider your ways.
Psalm 119:16	I will delight myself in your statutes. I will not forget your word. GIMEL
Psalm 119:17	Do good to your servant. I will live and I will obey your word.
Psalm 119:18	Open my eyes, that I may see wondrous things out of your law.
Psalm 119:19	I am a stranger on the earth. Don’t hide your commandments from me.
Psalm 119:20	My soul is consumed with longing for your ordinances at all times.
Psalm 119:21	You have rebuked the proud who are cursed, who wander from your commandments.
Psalm 119:22	Take reproach and contempt away from me, for I have kept your statutes.
Psalm 119:23	Though princes sit and slander me, your servant will meditate on your statutes.
Psalm 119:24	Indeed your statutes are my delight, and my counselors. DALED
Psalm 119:25	My soul is laid low in the dust. Revive me according to your word!
Psalm 119:26	I declared my ways, and you answered me. Teach me your statutes.
Psalm 119:27	Let me understand the teaching of your precepts! Then I will meditate on your wondrous works.
Psalm 119:28	My soul is weary with sorrow: strengthen me according to your word.
Psalm 119:29	Keep me from the way of deceit. Grant me your law graciously!
Psalm 119:30	I have chosen the way of truth. I have set your ordinances before me.
Psalm 119:31	I cling to your statutes, Yahweh. Don’t let me be disappointed.
Psalm 119:32	I run in the path of your commandments, for you have set my heart free. HEY
Psalm 119:33	Teach me, Yahweh, the way of your statutes. I will keep them to the end.
Psalm 119:34	Give me understanding, and I will keep your law. Yes, I will obey it with my whole heart.
Psalm 119:35	Direct me in the path of your commandments, for I delight in them.
Psalm 119:36	Turn my heart toward your statutes, not toward selfish gain.
Psalm 119:37	Turn my eyes away from looking at worthless things. Revive me in your ways.
Psalm 119:38	Fulfill your promise to your servant, that you may be feared.
Psalm 119:39	Take away my disgrace that I dread, for your ordinances are good.
Psalm 119:40	Behold, I long for your precepts! Revive me in your righteousness. WAW
Psalm 119:41	Let your loving kindness also come to me, Yahweh, your salvation, according to your word.
Psalm 119:42	So I will have an answer for him who reproaches me, for I trust in your word.
Psalm 119:43	Don’t snatch the word of truth out of my mouth, for I put my hope in your ordinances.
Psalm 119:44	So I will obey your law continually, forever and ever.
Psalm 119:45	I will walk in liberty, for I have sought your precepts.
Psalm 119:46	I will also speak of your statutes before kings, and will not be disappointed.
Psalm 119:47	I will delight myself in your commandments, because I love them.
Psalm 119:48	I reach out my hands for your commandments, which I love. I will meditate on your statutes. ZAYIN
Psalm 119:49	Remember your word to your servant, because you gave me hope.
Psalm 119:50	This is my comfort in my affliction, for your word has revived me.
Psalm 119:51	The arrogant mock me excessively, but I don’t swerve from your law.
Psalm 119:52	I remember your ordinances of old, Yahweh, and have comforted myself.
Psalm 119:53	Indignation has taken hold on me, because of the wicked who forsake your law.
Psalm 119:54	Your statutes have been my songs, in the house where I live.
Psalm 119:55	I have remembered your name, Yahweh, in the night, and I obey your law.
Psalm 119:56	This is my way, that I keep your precepts. CHET
Psalm 119:57	Yahweh is my portion. I promised to obey your words.
Psalm 119:58	I sought your favor with my whole heart. Be merciful to me according to your word.
Psalm 119:59	I considered my ways, and turned my steps to your statutes.
Psalm 119:60	I will hurry, and not delay, to obey your commandments.
Psalm 119:61	The ropes of the wicked bind me, but I won’t forget your law.
Psalm 119:62	At midnight I will rise to give thanks to you, because of your righteous ordinances.
Psalm 119:63	I am a friend of all those who fear you, of those who observe your precepts.
Psalm 119:64	The earth is full of your loving kindness, Yahweh. Teach me your statutes. TET
Psalm 119:65	Do good to your servant, according to your word, Yahweh.
Psalm 119:66	Teach me good judgment and knowledge, for I believe in your commandments.
Psalm 119:67	Before I was afflicted, I went astray; but now I observe your word.
Psalm 119:68	You are good, and do good. Teach me your statutes.
Psalm 119:69	The proud have smeared a lie upon me. With my whole heart, I will keep your precepts.
Psalm 119:70	Their heart is as callous as the fat, but I delight in your law.
Psalm 119:71	It is good for me that I have been afflicted, that I may learn your statutes.
Psalm 119:72	The law of your mouth is better to me than thousands of pieces of gold and silver. YUD
Psalm 119:73	Your hands have made me and formed me. Give me understanding, that I may learn your commandments.
Psalm 119:74	Those who fear you will see me and be glad, because I have put my hope in your word.
Psalm 119:75	Yahweh, I know that your judgments are righteous, that in faithfulness you have afflicted me.
Psalm 119:76	Please let your loving kindness be for my comfort, according to your word to your servant.
Psalm 119:77	Let your tender mercies come to me, that I may live; for your law is my delight.
Psalm 119:78	Let the proud be disappointed, for they have overthrown me wrongfully. I will meditate on your precepts.
Psalm 119:79	Let those who fear you turn to me. They will know your statutes.
Psalm 119:80	Let my heart be blameless toward your decrees, that I may not be disappointed. KAF
Psalm 119:81	My soul faints for your salvation. I hope in your word.
Psalm 119:82	My eyes fail for your word. I say, “When will you comfort me?”
Psalm 119:83	For I have become like a wineskin in the smoke. I don’t forget your statutes.
Psalm 119:84	How many are the days of your servant? When will you execute judgment on those who persecute me?
Psalm 119:85	The proud have dug pits for me, contrary to your law.
Psalm 119:86	All of your commandments are faithful. They persecute me wrongfully. Help me!
Psalm 119:87	They had almost wiped me from the earth, but I didn’t forsake your precepts.
Psalm 119:88	Preserve my life according to your loving kindness, so I will obey the statutes of your mouth. LAMED
Psalm 119:89	Yahweh, your word is settled in heaven forever.
Psalm 119:90	Your faithfulness is to all generations. You have established the earth, and it remains.
Psalm 119:91	Your laws remain to this day, for all things serve you.
Psalm 119:92	Unless your law had been my delight, I would have perished in my affliction.
Psalm 119:93	I will never forget your precepts, for with them, you have revived me.
Psalm 119:94	I am yours. Save me, for I have sought your precepts.
Psalm 119:95	The wicked have waited for me, to destroy me. I will consider your statutes.
Psalm 119:96	I have seen a limit to all perfection, but your commands are boundless. MEM
Psalm 119:97	How I love your law! It is my meditation all day.
Psalm 119:98	Your commandments make me wiser than my enemies, for your commandments are always with me.
Psalm 119:99	I have more understanding than all my teachers, for your testimonies are my meditation.
Psalm 119:100	I understand more than the aged, because I have kept your precepts.
Psalm 119:101	I have kept my feet from every evil way, that I might observe your word.
Psalm 119:102	I have not turned aside from your ordinances, for you have taught me.
Psalm 119:103	How sweet are your promises to my taste, more than honey to my mouth!
Psalm 119:104	Through your precepts, I get understanding; therefore I hate every false way. NUN
Psalm 119:105	Your word is a lamp to my feet, and a light for my path.
Psalm 119:106	I have sworn, and have confirmed it, that I will obey your righteous ordinances.
Psalm 119:107	I am afflicted very much. Revive me, Yahweh, according to your word.
Psalm 119:108	Accept, I beg you, the willing offerings of my mouth. Yahweh, teach me your ordinances.
Psalm 119:109	My soul is continually in my hand, yet I won’t forget your law.
Psalm 119:110	The wicked have laid a snare for me, yet I haven’t gone astray from your precepts.
Psalm 119:111	I have taken your testimonies as a heritage forever, for they are the joy of my heart.
Psalm 119:112	I have set my heart to perform your statutes forever, even to the end. SAMEKH
Psalm 119:113	I hate double-minded men, but I love your law.
Psalm 119:114	You are my hiding place and my shield. I hope in your word.
Psalm 119:115	Depart from me, you evildoers, that I may keep the commandments of my God.
Psalm 119:116	Uphold me according to your word, that I may live. Let me not be ashamed of my hope.
Psalm 119:117	Hold me up, and I will be safe, and will have respect for your statutes continually.
Psalm 119:118	You reject all those who stray from your statutes, for their deceit is in vain.
Psalm 119:119	You put away all the wicked of the earth like dross. Therefore I love your testimonies.
Psalm 119:120	My flesh trembles for fear of you. I am afraid of your judgments. AYIN
Psalm 119:121	I have done what is just and righteous. Don’t leave me to my oppressors.
Psalm 119:122	Ensure your servant’s well-being. Don’t let the proud oppress me.
Psalm 119:123	My eyes fail looking for your salvation, for your righteous word.
Psalm 119:124	Deal with your servant according to your loving kindness. Teach me your statutes.
Psalm 119:125	I am your servant. Give me understanding, that I may know your testimonies.
Psalm 119:126	It is time to act, Yahweh, for they break your law.
Psalm 119:127	Therefore I love your commandments more than gold, yes, more than pure gold.
Psalm 119:128	Therefore I consider all of your precepts to be right. I hate every false way. PEY
Psalm 119:129	Your testimonies are wonderful, therefore my soul keeps them.
Psalm 119:130	The entrance of your words gives light. It gives understanding to the simple.
Psalm 119:131	I opened my mouth wide and panted, for I longed for your commandments.
Psalm 119:132	Turn to me, and have mercy on me, as you always do to those who love your name.
Psalm 119:133	Establish my footsteps in your word. Don’t let any iniquity have dominion over me.
Psalm 119:134	Redeem me from the oppression of man, so I will observe your precepts.
Psalm 119:135	Make your face shine on your servant. Teach me your statutes.
Psalm 119:136	Streams of tears run down my eyes, because they don’t observe your law. TZADI
Psalm 119:137	You are righteous, Yahweh. Your judgments are upright.
Psalm 119:138	You have commanded your statutes in righteousness. They are fully trustworthy.
Psalm 119:139	My zeal wears me out, because my enemies ignore your words.
Psalm 119:140	Your promises have been thoroughly tested, and your servant loves them.
Psalm 119:141	I am small and despised. I don’t forget your precepts.
Psalm 119:142	Your righteousness is an everlasting righteousness. Your law is truth.
Psalm 119:143	Trouble and anguish have taken hold of me. Your commandments are my delight.
Psalm 119:144	Your testimonies are righteous forever. Give me understanding, that I may live. KUF
Psalm 119:145	I have called with my whole heart. Answer me, Yahweh! I will keep your statutes.
Psalm 119:146	I have called to you. Save me! I will obey your statutes.
Psalm 119:147	I rise before dawn and cry for help. I put my hope in your words.
Psalm 119:148	My eyes stay open through the night watches, that I might meditate on your word.
Psalm 119:149	Hear my voice according to your loving kindness. Revive me, Yahweh, according to your ordinances.
Psalm 119:150	They draw near who follow after wickedness. They are far from your law.
Psalm 119:151	You are near, Yahweh. All your commandments are truth.
Psalm 119:152	Of old I have known from your testimonies, that you have founded them forever. RESH
Psalm 119:153	Consider my affliction, and deliver me, for I don’t forget your law.
Psalm 119:154	Plead my cause, and redeem me! Revive me according to your promise.
Psalm 119:155	Salvation is far from the wicked, for they don’t seek your statutes.
Psalm 119:156	Great are your tender mercies, Yahweh. Revive me according to your ordinances.
Psalm 119:157	Many are my persecutors and my adversaries. I haven’t swerved from your testimonies.
Psalm 119:158	I look at the faithless with loathing, because they don’t observe your word.
Psalm 119:159	Consider how I love your precepts. Revive me, Yahweh, according to your loving kindness.
Psalm 119:160	All of your words are truth. Every one of your righteous ordinances endures forever. SIN AND SHIN
Psalm 119:161	Princes have persecuted me without a cause, but my heart stands in awe of your words.
Psalm 119:162	I rejoice at your word, as one who finds great spoil.
Psalm 119:163	I hate and abhor falsehood. I love your law.
Psalm 119:164	Seven times a day, I praise you, because of your righteous ordinances.
Psalm 119:165	Those who love your law have great peace. Nothing causes them to stumble.
Psalm 119:166	I have hoped for your salvation, Yahweh. I have done your commandments.
Psalm 119:167	My soul has observed your testimonies. I love them exceedingly.
Psalm 119:168	I have obeyed your precepts and your testimonies, for all my ways are before you. TAV
Psalm 119:169	Let my cry come before you, Yahweh. Give me understanding according to your word.
Psalm 119:170	Let my supplication come before you. Deliver me according to your word.
Psalm 119:171	Let my lips utter praise, for you teach me your statutes.
Psalm 119:172	Let my tongue sing of your word, for all your commandments are righteousness.
Psalm 119:173	Let your hand be ready to help me, for I have chosen your precepts.
Psalm 119:174	I have longed for your salvation, Yahweh. Your law is my delight.
Psalm 119:175	Let my soul live, that I may praise you. Let your ordinances help me.
Psalm 119:176	I have gone astray like a lost sheep. Seek your servant, for I don’t forget your commandments.
Psalm 120:1	A Song of Ascents. In my distress, I cried to Yahweh. He answered me.
Psalm 120:2	Deliver my soul, Yahweh, from lying lips, from a deceitful tongue.
Psalm 120:3	What will be given to you, and what will be done more to you, you deceitful tongue?
Psalm 120:4	Sharp arrows of the mighty, with coals of juniper.
Psalm 120:5	Woe is me, that I live in Meshech, that I dwell among the tents of Kedar!
Psalm 120:6	My soul has had her dwelling too long with him who hates peace.
Psalm 120:7	I am for peace, but when I speak, they are for war.
Psalm 121:1	A Song of Ascents. I will lift up my eyes to the hills. Where does my help come from?
Psalm 121:2	My help comes from Yahweh, who made heaven and earth.
Psalm 121:3	He will not allow your foot to be moved. He who keeps you will not slumber.
Psalm 121:4	Behold, he who keeps Israel will neither slumber nor sleep.
Psalm 121:5	Yahweh is your keeper. Yahweh is your shade on your right hand.
Psalm 121:6	The sun will not harm you by day, nor the moon by night.
Psalm 121:7	Yahweh will keep you from all evil. He will keep your soul.
Psalm 121:8	Yahweh will keep your going out and your coming in, from this time forth, and forevermore.
Psalm 122:1	A Song of Ascents. By David. I was glad when they said to me, “Let’s go to Yahweh’s house!”
Psalm 122:2	Our feet are standing within your gates, Jerusalem;
Psalm 122:3	Jerusalem, that is built as a city that is compact together;
Psalm 122:4	where the tribes go up, even Yah’s tribes, according to an ordinance for Israel, to give thanks to the name of Yahweh.
Psalm 122:5	For there are set thrones for judgment, the thrones of David’s house.
Psalm 122:6	Pray for the peace of Jerusalem. Those who love you will prosper.
Psalm 122:7	Peace be within your walls, and prosperity within your palaces.
Psalm 122:8	For my brothers’ and companions’ sakes, I will now say, “Peace be within you.”
Psalm 122:9	For the sake of the house of Yahweh our God, I will seek your good.
Psalm 123:1	A Song of Ascents. To you I do lift up my eyes, you who sit in the heavens.
Psalm 123:2	Behold, as the eyes of servants look to the hand of their master, as the eyes of a maid to the hand of her mistress; so our eyes look to Yahweh, our God, until he has mercy on us.
Psalm 123:3	Have mercy on us, Yahweh, have mercy on us, for we have endured much contempt.
Psalm 123:4	Our soul is exceedingly filled with the scoffing of those who are at ease, with the contempt of the proud.
Psalm 124:1	A Song of Ascents. By David. If it had not been Yahweh who was on our side, let Israel now say,
Psalm 124:2	if it had not been Yahweh who was on our side, when men rose up against us;
Psalm 124:3	then they would have swallowed us up alive, when their wrath was kindled against us;
Psalm 124:4	then the waters would have overwhelmed us, the stream would have gone over our soul;
Psalm 124:5	then the proud waters would have gone over our soul.
Psalm 124:6	Blessed be Yahweh, who has not given us as a prey to their teeth.
Psalm 124:7	Our soul has escaped like a bird out of the fowler’s snare. The snare is broken, and we have escaped.
Psalm 124:8	Our help is in the name of Yahweh, who made heaven and earth.
Psalm 125:1	A Song of Ascents. Those who trust in Yahweh are as Mount Zion, which can’t be moved, but remains forever.
Psalm 125:2	As the mountains surround Jerusalem, so Yahweh surrounds his people from this time forth and forevermore.
Psalm 125:3	For the scepter of wickedness won’t remain over the allotment of the righteous; so that the righteous won’t use their hands to do evil.
Psalm 125:4	Do good, Yahweh, to those who are good, to those who are upright in their hearts.
Psalm 125:5	But as for those who turn aside to their crooked ways, Yahweh will lead them away with the workers of iniquity. Peace be on Israel.
Psalm 126:1	A Song of Ascents. When Yahweh brought back those who returned to Zion, we were like those who dream.
Psalm 126:2	Then our mouth was filled with laughter, and our tongue with singing. Then they said among the nations, “Yahweh has done great things for them.”
Psalm 126:3	Yahweh has done great things for us, and we are glad.
Psalm 126:4	Restore our fortunes again, Yahweh, like the streams in the Negev.
Psalm 126:5	Those who sow in tears will reap in joy.
Psalm 126:6	He who goes out weeping, carrying seed for sowing, will certainly come again with joy, carrying his sheaves.
Psalm 127:1	A Song of Ascents. By Solomon. Unless Yahweh builds the house, they labor in vain who build it. Unless Yahweh watches over the city, the watchman guards it in vain.
Psalm 127:2	It is vain for you to rise up early, to stay up late, eating the bread of toil; for he gives sleep to his loved ones.
Psalm 127:3	Behold, children are a heritage of Yahweh. The fruit of the womb is his reward.
Psalm 127:4	As arrows in the hand of a mighty man, so are the children of youth.
Psalm 127:5	Happy is the man who has his quiver full of them. They won’t be disappointed when they speak with their enemies in the gate.
Psalm 128:1	A Song of Ascents. Blessed is everyone who fears Yahweh, who walks in his ways.
Psalm 128:2	For you will eat the labor of your hands. You will be happy, and it will be well with you.
Psalm 128:3	Your wife will be as a fruitful vine, in the innermost parts of your house; your children like olive plants, around your table.
Psalm 128:4	Behold, thus is the man blessed who fears Yahweh.
Psalm 128:5	May Yahweh bless you out of Zion, and may you see the good of Jerusalem all the days of your life.
Psalm 128:6	Yes, may you see your children’s children. Peace be upon Israel.
Psalm 129:1	A Song of Ascents. Many times they have afflicted me from my youth up. Let Israel now say,
Psalm 129:2	many times they have afflicted me from my youth up, yet they have not prevailed against me.
Psalm 129:3	The plowers plowed on my back. They made their furrows long.
Psalm 129:4	Yahweh is righteous. He has cut apart the cords of the wicked.
Psalm 129:5	Let them be disappointed and turned backward, all those who hate Zion.
Psalm 129:6	Let them be as the grass on the housetops, which withers before it grows up;
Psalm 129:7	with which the reaper doesn’t fill his hand, nor he who binds sheaves, his bosom.
Psalm 129:8	Neither do those who go by say, “The blessing of Yahweh be on you. We bless you in the name of Yahweh.”
Psalm 130:1	A Song of Ascents. Out of the depths I have cried to you, Yahweh.
Psalm 130:2	Lord, hear my voice. Let your ears be attentive to the voice of my petitions.
Psalm 130:3	If you, Yah, kept a record of sins, Lord, who could stand?
Psalm 130:4	But there is forgiveness with you, therefore you are feared.
Psalm 130:5	I wait for Yahweh. My soul waits. I hope in his word.
Psalm 130:6	My soul longs for the Lord more than watchmen long for the morning; more than watchmen for the morning.
Psalm 130:7	Israel, hope in Yahweh, for with Yahweh there is loving kindness. With him is abundant redemption.
Psalm 130:8	He will redeem Israel from all their sins.
Psalm 131:1	A Song of Ascents. By David. Yahweh, my heart isn’t haughty, nor my eyes lofty; nor do I concern myself with great matters, or things too wonderful for me.
Psalm 131:2	Surely I have stilled and quieted my soul, like a weaned child with his mother, like a weaned child is my soul within me.
Psalm 131:3	Israel, hope in Yahweh, from this time forth and forevermore.
Psalm 132:1	A Song of Ascents. Yahweh, remember David and all his affliction,
Psalm 132:2	how he swore to Yahweh, and vowed to the Mighty One of Jacob:
Psalm 132:3	“Surely I will not come into the structure of my house, nor go up into my bed;
Psalm 132:4	I will not give sleep to my eyes, or slumber to my eyelids;
Psalm 132:5	until I find out a place for Yahweh, a dwelling for the Mighty One of Jacob.”
Psalm 132:6	Behold, we heard of it in Ephrathah. We found it in the field of Jaar:
Psalm 132:7	“We will go into his dwelling place. We will worship at his footstool.
Psalm 132:8	Arise, Yahweh, into your resting place; you, and the ark of your strength.
Psalm 132:9	Let your priest be clothed with righteousness. Let your saints shout for joy!”
Psalm 132:10	For your servant David’s sake, don’t turn away the face of your anointed one.
Psalm 132:11	Yahweh has sworn to David in truth. He will not turn from it: “I will set the fruit of your body on your throne.
Psalm 132:12	If your children will keep my covenant, my testimony that I will teach them, their children also will sit on your throne forevermore.”
Psalm 132:13	For Yahweh has chosen Zion. He has desired it for his habitation.
Psalm 132:14	“This is my resting place forever. Here I will live, for I have desired it.
Psalm 132:15	I will abundantly bless her provision. I will satisfy her poor with bread.
Psalm 132:16	Her priests I will also clothe with salvation. Her saints will shout aloud for joy.
Psalm 132:17	There I will make the horn of David to bud. I have ordained a lamp for my anointed.
Psalm 132:18	I will clothe his enemies with shame, but on himself, his crown will be resplendent.”
Psalm 133:1	A Song of Ascents. By David. See how good and how pleasant it is for brothers to live together in unity!
Psalm 133:2	It is like the precious oil on the head, that ran down on the beard, even Aaron’s beard; that came down on the edge of his robes;
Psalm 133:3	like the dew of Hermon, that comes down on the hills of Zion: for there Yahweh gives the blessing, even life forevermore.
Psalm 134:1	A Song of Ascents. Look! Praise Yahweh, all you servants of Yahweh, who stand by night in Yahweh’s house!
Psalm 134:2	Lift up your hands in the sanctuary. Praise Yahweh!
Psalm 134:3	May Yahweh bless you from Zion; even he who made heaven and earth.
Psalm 135:1	Praise Yah! Praise the name of Yahweh! Praise him, you servants of Yahweh,
Psalm 135:2	you who stand in the house of Yahweh, in the courts of our God’s house.
Psalm 135:3	Praise Yah, for Yahweh is good. Sing praises to his name, for that is pleasant.
Psalm 135:4	For Yah has chosen Jacob for himself; Israel for his own possession.
Psalm 135:5	For I know that Yahweh is great, that our Lord is above all gods.
Psalm 135:6	Whatever Yahweh pleased, that he has done, in heaven and in earth, in the seas and in all deeps;
Psalm 135:7	who causes the clouds to rise from the ends of the earth; who makes lightnings with the rain; who brings forth the wind out of his treasuries;
Psalm 135:8	Who struck the firstborn of Egypt, both of man and animal;
Psalm 135:9	Who sent signs and wonders into the midst of you, Egypt, on Pharaoh, and on all his servants;
Psalm 135:10	who struck many nations, and killed mighty kings,
Psalm 135:11	Sihon king of the Amorites, Og king of Bashan, and all the kingdoms of Canaan,
Psalm 135:12	and gave their land for a heritage, a heritage to Israel, his people.
Psalm 135:13	Your name, Yahweh, endures forever; your renown, Yahweh, throughout all generations.
Psalm 135:14	For Yahweh will judge his people, and have compassion on his servants.
Psalm 135:15	The idols of the nations are silver and gold, the work of men’s hands.
Psalm 135:16	They have mouths, but they can’t speak. They have eyes, but they can’t see.
Psalm 135:17	They have ears, but they can’t hear; neither is there any breath in their mouths.
Psalm 135:18	Those who make them will be like them; yes, everyone who trusts in them.
Psalm 135:19	House of Israel, praise Yahweh! House of Aaron, praise Yahweh!
Psalm 135:20	House of Levi, praise Yahweh! You who fear Yahweh, praise Yahweh!
Psalm 135:21	Blessed be Yahweh from Zion, Who dwells at Jerusalem. Praise Yah!
Psalm 136:1	Give thanks to Yahweh, for he is good; for his loving kindness endures forever.
Psalm 136:2	Give thanks to the God of gods; for his loving kindness endures forever.
Psalm 136:3	Give thanks to the Lord of lords; for his loving kindness endures forever:
Psalm 136:4	To him who alone does great wonders; for his loving kindness endures forever:
Psalm 136:5	To him who by understanding made the heavens; for his loving kindness endures forever:
Psalm 136:6	To him who spread out the earth above the waters; for his loving kindness endures forever:
Psalm 136:7	To him who made the great lights; for his loving kindness endures forever:
Psalm 136:8	The sun to rule by day; for his loving kindness endures forever;
Psalm 136:9	The moon and stars to rule by night; for his loving kindness endures forever:
Psalm 136:10	To him who struck down the Egyptian firstborn; for his loving kindness endures forever;
Psalm 136:11	And brought out Israel from among them; for his loving kindness endures forever;
Psalm 136:12	With a strong hand, and with an outstretched arm; for his loving kindness endures forever:
Psalm 136:13	To him who divided the Red Sea apart; for his loving kindness endures forever;
Psalm 136:14	And made Israel to pass through its midst; for his loving kindness endures forever;
Psalm 136:15	But overthrew Pharaoh and his army in the Red Sea; for his loving kindness endures forever:
Psalm 136:16	To him who led his people through the wilderness; for his loving kindness endures forever:
Psalm 136:17	To him who struck great kings; for his loving kindness endures forever;
Psalm 136:18	And killed mighty kings; for his loving kindness endures forever:
Psalm 136:19	Sihon king of the Amorites; for his loving kindness endures forever;
Psalm 136:20	Og king of Bashan; for his loving kindness endures forever;
Psalm 136:21	And gave their land as an inheritance; for his loving kindness endures forever;
Psalm 136:22	Even a heritage to Israel his servant; for his loving kindness endures forever:
Psalm 136:23	Who remembered us in our low estate; for his loving kindness endures forever;
Psalm 136:24	And has delivered us from our adversaries; for his loving kindness endures forever:
Psalm 136:25	Who gives food to every creature; for his loving kindness endures forever.
Psalm 136:26	Oh give thanks to the God of heaven; for his loving kindness endures forever.
Psalm 137:1	By the rivers of Babylon, there we sat down. Yes, we wept, when we remembered Zion.
Psalm 137:2	On the willows in its midst, we hung up our harps.
Psalm 137:3	For there, those who led us captive asked us for songs. Those who tormented us demanded songs of joy: “Sing us one of the songs of Zion!”
Psalm 137:4	How can we sing Yahweh’s song in a foreign land?
Psalm 137:5	If I forget you, Jerusalem, let my right hand forget its skill.
Psalm 137:6	Let my tongue stick to the roof of my mouth if I don’t remember you; if I don’t prefer Jerusalem above my chief joy.
Psalm 137:7	Remember, Yahweh, against the children of Edom, the day of Jerusalem; who said, “Raze it! Raze it even to its foundation!”
Psalm 137:8	Daughter of Babylon, doomed to destruction, he will be happy who rewards you, as you have served us.
Psalm 137:9	Happy shall he be, who takes and dashes your little ones against the rock.
Psalm 138:1	By David. I will give you thanks with my whole heart. Before the gods, I will sing praises to you.
Psalm 138:2	I will bow down toward your holy temple, and give thanks to your Name for your loving kindness and for your truth; for you have exalted your Name and your Word above all.
Psalm 138:3	In the day that I called, you answered me. You encouraged me with strength in my soul.
Psalm 138:4	All the kings of the earth will give you thanks, Yahweh, for they have heard the words of your mouth.
